transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference
2021-06-14T23:00:00.000,subway,235,York St (F),Brooklyn,omny,OMNY - Full Fare,13.0,0.0,40.701397,-73.98675,POINT (-73.98675 40.701397)
2021-06-14T10:00:00.000,subway,4,"Broadway (N,W)",Queens,metrocard,Metrocard - Unlimited 30-Day,32.0,0.0,40.76182,-73.92551,POINT (-73.92551 40.76182)
2021-06-14T01:00:00.000,subway,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,62.0,0.0,40.75731,-73.986755,POINT (-73.986755 40.75731)
2021-06-14T16:00:00.000,subway,235,York St (F),Brooklyn,metrocard,Metrocard - Students,6.0,0.0,40.701397,-73.98675,POINT (-73.98675 40.701397)
2021-06-14T15:00:00.000,subway,243,"Church Av (F,G)",Brooklyn,metrocard,Metrocard - Fair Fare,11.0,1.0,40.64404,-73.979675,POINT (-73.979675 40.64404)
2021-06-14T08:00:00.000,subway,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,70.0,0.0,40.71411,-74.00858,POINT (-74.00858 40.71411)
2021-06-14T18:00:00.000,subway,413,"Wall St (4,5)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,104.0,0.0,40.707558,-74.01186,POINT (-74.01186 40.707558)
2021-06-14T20:00:00.000,subway,420,"219 St (2,5)",Bronx,metrocard,Metrocard - Students,2.0,0.0,40.883896,-73.86263,POINT (-73.86263 40.883896)
2021-06-14T11:00:00.000,subway,366,Parkchester (6),Bronx,metrocard,Metrocard - Unlimited 7-Day,42.0,0.0,40.833225,-73.86082,POINT (-73.86082 40.833225)
2021-06-14T16:00:00.000,subway,236,"Bergen St (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,52.0,0.0,40.686146,-73.99086,POINT (-73.99086 40.686146)
2021-06-14T22:00:00.000,subway,146,181 St (A),Manhattan,metrocard,Metrocard - Unlimited 30-Day,10.0,0.0,40.851696,-73.937965,POINT (-73.937965 40.851696)
2021-06-14T00:00:00.000,subway,42,"Prospect Park (B,Q,S)",Brooklyn,metrocard,Metrocard - Full Fare,10.0,0.0,40.661613,-73.96225,POINT (-73.96225 40.661613)
2021-06-14T07:00:00.000,subway,60,Fort Hamilton Pkwy (D),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,33.0,0.0,40.640915,-73.9943,POINT (-73.9943 40.640915)
2021-06-14T14:00:00.000,subway,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,126.0,0.0,40.754223,-73.981964,POINT (-73.981964 40.754223)
2021-06-14T13:00:00.000,subway,419,"225 St (2,5)",Bronx,metrocard,Metrocard - Unlimited 30-Day,7.0,0.0,40.888023,-73.860344,POINT (-73.860344 40.888023)
2021-06-14T06:00:00.000,subway,367,St Lawrence Av (6),Bronx,metrocard,Metrocard - Other,6.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151)
2021-06-14T09:00:00.000,subway,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,metrocard,Metrocard - Full Fare,671.0,145.0,40.74685,-73.891335,POINT (-73.891335 40.74685)
2021-06-14T23:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2021-06-14T07:00:00.000,subway,41,"7 Av (B,Q)",Brooklyn,metrocard,Metrocard - Seniors & Disability,10.0,2.0,40.67705,-73.97237,POINT (-73.97237 40.67705)
2021-06-14T20:00:00.000,subway,4,"Broadway (N,W)",Queens,metrocard,Metrocard - Full Fare,37.0,1.0,40.76182,-73.92551,POINT (-73.92551 40.76182)
2021-06-14T02:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2021-06-14T07:00:00.000,subway,61,50 St (D),Brooklyn,metrocard,Metrocard - Seniors & Disability,5.0,1.0,40.63626,-73.99479,POINT (-73.99479 40.63626)
2021-06-14T07:00:00.000,subway,36,Bay Ridge Av (R),Brooklyn,metrocard,Metrocard - Seniors & Disability,18.0,1.0,40.634968,-74.02338,POINT (-74.02338 40.634968)
2021-06-14T13:00:00.000,subway,404,28 St (6),Manhattan,metrocard,Metrocard - Fair Fare,9.0,0.0,40.74307,-73.98426,POINT (-73.98426 40.74307)
2021-06-14T14:00:00.000,subway,264,"Woodhaven Blvd (M,R)",Queens,metrocard,Metrocard - Seniors & Disability,34.0,10.0,40.733105,-73.86923,POINT (-73.86923 40.733105)
2021-06-14T08:00:00.000,subway,424,"Pelham Pkwy (2,5)",Bronx,metrocard,Metrocard - Unlimited 7-Day,63.0,0.0,40.857193,-73.867615,POINT (-73.867615 40.857193)
2021-06-14T15:00:00.000,subway,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,9.0,0.0,40.650784,-73.97578,POINT (-73.97578 40.650784)
2021-06-14T01:00:00.000,subway,618,"14 St (A,C,E)/8 Av (L)",Manhattan,metrocard,Metrocard - Fair Fare,2.0,0.0,40.739777,-74.00258,POINT (-74.00258 40.739777)
2021-06-14T21:00:00.000,subway,114,Central Av (M),Brooklyn,omny,OMNY - Full Fare,4.0,0.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2021-06-14T08:00:00.000,subway,367,St Lawrence Av (6),Bronx,metrocard,Metrocard - Fair Fare,11.0,0.0,40.83151,-73.867615,POINT (-73.867615 40.83151)
2021-06-14T22:00:00.000,subway,610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,metrocard,Metrocard - Fair Fare,30.0,1.0,40.751778,-73.976845,POINT (-73.976845 40.751778)
2021-06-14T13:00:00.000,subway,261,"Forest Hills-71 Av (E,F,M,R)",Queens,metrocard,Metrocard - Students,21.0,3.0,40.72169,-73.84452,POINT (-73.84452 40.72169)
2021-06-14T19:00:00.000,subway,260,"75 Av (E,F)",Queens,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.71833,-73.837326,POINT (-73.837326 40.71833)
2021-06-14T04:00:00.000,subway,122,Graham Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,1.0,0.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2021-06-14T16:00:00.000,subway,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Queens,metrocard,Metrocard - Fair Fare,45.0,7.0,40.74685,-73.891335,POINT (-73.891335 40.74685)
2021-06-14T10:00:00.000,subway,50,Avenue M (Q),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,13.0,0.0,40.61762,-73.9594,POINT (-73.9594 40.61762)
2021-06-14T07:00:00.000,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Students,29.0,0.0,40.6803,-73.99505,POINT (-73.99505 40.6803)
2021-06-14T11:00:00.000,subway,404,28 St (6),Manhattan,metrocard,Metrocard - Full Fare,115.0,1.0,40.74307,-73.98426,POINT (-73.98426 40.74307)
2021-06-14T10:00:00.000,subway,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,metrocard,Metrocard - Seniors & Disability,85.0,6.0,40.749718,-73.98782,POINT (-73.98782 40.749718)
2021-06-14T07:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Students,21.0,3.0,40.80414,-73.93759,POINT (-73.93759 40.80414)
2021-06-14T18:00:00.000,subway,62,55 St (D),Brooklyn,metrocard,Metrocard - Full Fare,39.0,0.0,40.631435,-73.995476,POINT (-73.995476 40.631435)
2021-06-14T20:00:00.000,subway,363,Westchester Sq-E Tremont Av (6),Bronx,metrocard,Metrocard - Other,5.0,0.0,40.839893,-73.84295,POINT (-73.84295 40.839893)
2021-06-14T19:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Students,1.0,0.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2021-06-14T16:00:00.000,subway,612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,metrocard,Metrocard - Students,19.0,0.0,40.757553,-73.969055,POINT (-73.969055 40.757553)
2021-06-14T16:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Full Fare,103.0,31.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2021-06-14T08:00:00.000,subway,145,190 St (A),Manhattan,metrocard,Metrocard - Students,3.0,0.0,40.85902,-73.93418,POINT (-73.93418 40.85902)
2021-06-14T09:00:00.000,subway,48,Avenue H (Q),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,8.0,0.0,40.62927,-73.96164,POINT (-73.96164 40.62927)
2021-06-14T06:00:00.000,subway,26,"DeKalb Av (B,Q,R)",Brooklyn,metrocard,Metrocard - Fair Fare,14.0,4.0,40.690636,-73.98183,POINT (-73.98183 40.690636)
2021-06-14T22:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,7.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2021-06-14T18:00:00.000,subway,628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,omny,OMNY - Full Fare,719.0,5.0,40.710373,-74.00657,POINT (-74.00657 40.710373)
2021-06-14T23:00:00.000,subway,123,Grand St (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.711926,-73.94067,POINT (-73.94067 40.711926)
2021-06-14T08:00:00.000,subway,36,Bay Ridge Av (R),Brooklyn,metrocard,Metrocard - Full Fare,184.0,8.0,40.634968,-74.02338,POINT (-74.02338 40.634968)
2021-06-14T09:00:00.000,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,metrocard,Metrocard - Full Fare,396.0,30.0,40.735737,-73.98995,POINT (-73.98995 40.735737)
2021-06-14T20:00:00.000,subway,127,DeKalb Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,8.0,0.0,40.70381,-73.91843,POINT (-73.91843 40.70381)
2021-06-14T17:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Unlimited 30-Day,100.0,0.0,40.755882,-74.00191,POINT (-74.00191 40.755882)
2021-06-14T22:00:00.000,subway,405,23 St (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,51.0,0.0,40.739864,-73.9866,POINT (-73.9866 40.739864)
2021-06-14T05:00:00.000,subway,242,"Fort Hamilton Pkwy (F,G)",Brooklyn,omny,OMNY - Full Fare,11.0,0.0,40.650784,-73.97578,POINT (-73.97578 40.650784)
2021-06-14T15:00:00.000,subway,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,166.0,0.0,40.738228,-73.99621,POINT (-73.99621 40.738228)
2021-06-14T19:00:00.000,subway,365,Castle Hill Av (6),Bronx,metrocard,Metrocard - Full Fare,38.0,5.0,40.834255,-73.85122,POINT (-73.85122 40.834255)
2021-06-14T16:00:00.000,subway,414,"Bowling Green (4,5)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,96.0,0.0,40.70482,-74.01407,POINT (-74.01407 40.70482)
2021-06-14T12:00:00.000,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,metrocard,Metrocard - Other,30.0,7.0,40.71444,-73.83101,POINT (-73.83101 40.71444)
2021-06-14T16:00:00.000,subway,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,metrocard,Metrocard - Full Fare,1098.0,8.0,40.71411,-74.00858,POINT (-74.00858 40.71411)
2021-06-14T14:00:00.000,subway,62,55 St (D),Brooklyn,metrocard,Metrocard - Students,6.0,1.0,40.631435,-73.995476,POINT (-73.995476 40.631435)
2021-06-14T02:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,2.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2021-06-14T13:00:00.000,subway,366,Parkchester (6),Bronx,metrocard,Metrocard - Seniors & Disability,15.0,4.0,40.833225,-73.86082,POINT (-73.86082 40.833225)
2021-06-14T11:00:00.000,subway,627,"Franklin Av (C,S)",Brooklyn,metrocard,Metrocard - Seniors & Disability,4.0,1.0,40.68138,-73.95685,POINT (-73.95685 40.68138)
2021-06-14T00:00:00.000,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.730053,-73.99107,POINT (-73.99107 40.730053)
2021-06-14T11:00:00.000,subway,41,"7 Av (B,Q)",Brooklyn,metrocard,Metrocard - Other,5.0,0.0,40.67705,-73.97237,POINT (-73.97237 40.67705)
2021-06-14T20:00:00.000,subway,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,metrocard,Metrocard - Seniors & Disability,13.0,0.0,40.71953,-73.99989,POINT (-73.99989 40.71953)
2021-06-14T12:00:00.000,subway,623,"Canal St (J,N,Q,R,W,Z,6)",Manhattan,metrocard,Metrocard - Full Fare,337.0,0.0,40.71953,-73.99989,POINT (-73.99989 40.71953)
2021-06-14T18:00:00.000,subway,154,"116 St (C,B)",Manhattan,metrocard,Metrocard - Seniors & Disability,3.0,1.0,40.805084,-73.95488,POINT (-73.95488 40.805084)
2021-06-14T11:00:00.000,subway,361,Buhre Av (6),Bronx,metrocard,Metrocard - Unlimited 7-Day,5.0,0.0,40.84681,-73.832565,POINT (-73.832565 40.84681)
2021-06-14T09:00:00.000,subway,419,"225 St (2,5)",Bronx,metrocard,Metrocard - Other,2.0,0.0,40.888023,-73.860344,POINT (-73.860344 40.888023)
2021-06-14T15:00:00.000,subway,155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,metrocard,Metrocard - Full Fare,108.0,4.0,40.800602,-73.95816,POINT (-73.95816 40.800602)
2021-06-14T11:00:00.000,subway,265,"Grand Av-Newtown (M,R)",Queens,metrocard,Metrocard - Full Fare,114.0,32.0,40.737015,-73.87722,POINT (-73.87722 40.737015)
2021-06-14T10:00:00.000,subway,146,181 St (A),Manhattan,metrocard,Metrocard - Full Fare,108.0,1.0,40.851696,-73.937965,POINT (-73.937965 40.851696)
2021-06-14T13:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Fair Fare,7.0,0.0,40.755882,-74.00191,POINT (-74.00191 40.755882)
2021-06-14T03:00:00.000,subway,234,East Broadway (F),Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0,40.713715,-73.99017,POINT (-73.99017 40.713715)
2021-06-14T04:00:00.000,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,5.0,0.0,40.730053,-73.99107,POINT (-73.99107 40.730053)
2021-06-14T14:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Full Fare,230.0,26.0,40.80414,-73.93759,POINT (-73.93759 40.80414)
2021-06-14T22:00:00.000,subway,149,163 St-Amsterdam Av (C),Manhattan,metrocard,Metrocard - Unlimited 30-Day,4.0,0.0,40.836014,-73.939896,POINT (-73.939896 40.836014)
2021-06-14T00:00:00.000,subway,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,33.0,0.0,40.68446,-73.97689,POINT (-73.97689 40.68446)
2021-06-14T21:00:00.000,subway,48,Avenue H (Q),Brooklyn,metrocard,Metrocard - Seniors & Disability,2.0,0.0,40.62927,-73.96164,POINT (-73.96164 40.62927)
2021-06-14T17:00:00.000,subway,421,"Gun Hill Rd (2,5)",Bronx,metrocard,Metrocard - Fair Fare,8.0,1.0,40.87785,-73.86626,POINT (-73.86626 40.87785)
2021-06-14T15:00:00.000,subway,360,Pelham Bay Park (6),Bronx,metrocard,Metrocard - Fair Fare,13.0,5.0,40.852463,-73.82812,POINT (-73.82812 40.852463)
2021-06-14T11:00:00.000,subway,422,"Burke Av (2,5)",Bronx,metrocard,Metrocard - Full Fare,32.0,1.0,40.871357,-73.867165,POINT (-73.867165 40.871357)
2021-06-14T13:00:00.000,subway,41,"7 Av (B,Q)",Brooklyn,metrocard,Metrocard - Students,6.0,0.0,40.67705,-73.97237,POINT (-73.97237 40.67705)
2021-06-14T15:00:00.000,subway,265,"Grand Av-Newtown (M,R)",Queens,metrocard,Metrocard - Unlimited 7-Day,88.0,0.0,40.737015,-73.87722,POINT (-73.87722 40.737015)
2021-06-14T21:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Seniors & Disability,6.0,2.0,40.80414,-73.93759,POINT (-73.93759 40.80414)
2021-06-14T17:00:00.000,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Fair Fare,11.0,0.0,40.6803,-73.99505,POINT (-73.99505 40.6803)
2021-06-14T19:00:00.000,subway,363,Westchester Sq-E Tremont Av (6),Bronx,metrocard,Metrocard - Students,3.0,0.0,40.839893,-73.84295,POINT (-73.84295 40.839893)
2021-06-14T13:00:00.000,subway,365,Castle Hill Av (6),Bronx,metrocard,Metrocard - Unlimited 30-Day,17.0,0.0,40.834255,-73.85122,POINT (-73.85122 40.834255)
2021-06-14T20:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,23.0,0.0,40.79863,-73.94162,POINT (-73.94162 40.79863)
2021-06-14T20:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Fair Fare,16.0,2.0,40.79863,-73.94162,POINT (-73.94162 40.79863)
2021-06-14T09:00:00.000,subway,477,72 St (Q),Manhattan,metrocard,Metrocard - Unlimited 30-Day,75.0,0.0,40.7688,-73.95843,POINT (-73.95843 40.7688)
2021-06-14T12:00:00.000,subway,237,"Carroll St (F,G)",Brooklyn,metrocard,Metrocard - Full Fare,88.0,1.0,40.6803,-73.99505,POINT (-73.99505 40.6803)
2021-06-14T10:00:00.000,subway,150,155 St (C),Manhattan,metrocard,Metrocard - Unlimited 30-Day,5.0,0.0,40.830517,-73.94151,POINT (-73.94151 40.830517)
2021-06-14T17:00:00.000,subway,398,77 St (6),Manhattan,metrocard,Metrocard - Fair Fare,43.0,1.0,40.77362,-73.95988,POINT (-73.95988 40.77362)
2021-06-14T12:00:00.000,subway,264,"Woodhaven Blvd (M,R)",Queens,metrocard,Metrocard - Unlimited 30-Day,40.0,0.0,40.733105,-73.86923,POINT (-73.86923 40.733105)
2021-06-14T04:00:00.000,subway,421,"Gun Hill Rd (2,5)",Bronx,metrocard,Metrocard - Fair Fare,3.0,0.0,40.87785,-73.86626,POINT (-73.86626 40.87785)
2021-06-14T17:00:00.000,subway,604,"161 St-Yankee Stadium (B,D,4)",Bronx,metrocard,Metrocard - Fair Fare,26.0,3.0,40.827995,-73.92565,POINT (-73.92565 40.827995)
2021-06-14T14:00:00.000,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Other,6.0,0.0,40.730053,-73.99107,POINT (-73.99107 40.730053)
2021-06-14T14:00:00.000,subway,232,2 Av (F),Manhattan,metrocard,Metrocard - Students,26.0,1.0,40.7234,-73.98994,POINT (-73.98994 40.7234)
2021-06-14T16:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,37.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2021-06-14T08:00:00.000,subway,266,"Elmhurst Av (M,R)",Queens,metrocard,Metrocard - Full Fare,285.0,1.0,40.742455,-73.88202,POINT (-73.88202 40.742455)
2021-06-14T17:00:00.000,subway,129,Halsey St (L),Queens,metrocard,Metrocard - Full Fare,80.0,1.0,40.695602,-73.90408,POINT (-73.90408 40.695602)
2021-06-14T04:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,metrocard,Metrocard - Unlimited 7-Day,16.0,0.0,40.818375,-73.92735,POINT (-73.92735 40.818375)
2021-06-14T14:00:00.000,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,omny,OMNY - Full Fare,75.0,27.0,40.71444,-73.83101,POINT (-73.83101 40.71444)
2021-06-14T05:00:00.000,subway,145,190 St (A),Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.85902,-73.93418,POINT (-73.93418 40.85902)
2021-06-14T17:00:00.000,subway,612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,metrocard,Metrocard - Fair Fare,43.0,0.0,40.757553,-73.969055,POINT (-73.969055 40.757553)
2021-06-14T17:00:00.000,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,metrocard,Metrocard - Other,192.0,3.0,40.735737,-73.98995,POINT (-73.98995 40.735737)
2021-06-14T02:00:00.000,subway,407,Astor Pl (6),Manhattan,metrocard,Metrocard - Full Fare,2.0,0.0,40.730053,-73.99107,POINT (-73.99107 40.730053)
2021-06-14T20:00:00.000,subway,609,"Bryant Pk (B,D,F,M)/5 Av (7)",Manhattan,metrocard,Metrocard - Other,38.0,1.0,40.754223,-73.981964,POINT (-73.981964 40.754223)
2021-06-14T21:00:00.000,subway,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,67.0,0.0,40.71411,-74.00858,POINT (-74.00858 40.71411)
2021-06-14T22:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Other,40.0,0.0,40.80414,-73.93759,POINT (-73.93759 40.80414)
2021-06-14T03:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Full Fare,2.0,0.0,40.79863,-73.94162,POINT (-73.94162 40.79863)
2021-06-14T21:00:00.000,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,metrocard,Metrocard - Seniors & Disability,6.0,4.0,40.71444,-73.83101,POINT (-73.83101 40.71444)
2021-06-14T06:00:00.000,subway,366,Parkchester (6),Bronx,metrocard,Metrocard - Students,10.0,1.0,40.833225,-73.86082,POINT (-73.86082 40.833225)
2021-06-14T06:00:00.000,subway,42,"Prospect Park (B,Q,S)",Brooklyn,metrocard,Metrocard - Students,1.0,0.0,40.661613,-73.96225,POINT (-73.96225 40.661613)
2021-06-14T19:00:00.000,subway,366,Parkchester (6),Bronx,omny,OMNY - Full Fare,32.0,2.0,40.833225,-73.86082,POINT (-73.86082 40.833225)
2021-06-14T09:00:00.000,subway,621,"Broadway Junction (A,C,J,L,Z)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,23.0,0.0,40.678333,-73.90532,POINT (-73.90532 40.678333)
2021-06-14T15:00:00.000,subway,419,"225 St (2,5)",Bronx,metrocard,Metrocard - Students,3.0,0.0,40.888023,-73.860344,POINT (-73.860344 40.888023)
2021-06-14T10:00:00.000,subway,234,East Broadway (F),Manhattan,metrocard,Metrocard - Other,12.0,0.0,40.713715,-73.99017,POINT (-73.99017 40.713715)
2021-06-14T11:00:00.000,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,151.0,0.0,40.735737,-73.98995,POINT (-73.98995 40.735737)
2021-06-14T09:00:00.000,subway,259,"Kew Gardens-Union Tpke (E,F)",Queens,metrocard,Metrocard - Students,10.0,6.0,40.71444,-73.83101,POINT (-73.83101 40.71444)
2021-06-14T18:00:00.000,subway,122,Graham Av (L),Brooklyn,omny,OMNY - Full Fare,86.0,1.0,40.714565,-73.94405,POINT (-73.94405 40.714565)
2021-06-14T05:00:00.000,subway,605,"168 St (A,C,1)",Manhattan,metrocard,Metrocard - Full Fare,74.0,1.0,40.840717,-73.93956,POINT (-73.93956 40.840717)
2021-06-14T00:00:00.000,subway,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,metrocard,Metrocard - Full Fare,4.0,0.0,40.699814,-73.91158,POINT (-73.91158 40.699814)
2021-06-14T02:00:00.000,subway,398,77 St (6),Manhattan,omny,OMNY - Full Fare,2.0,0.0,40.77362,-73.95988,POINT (-73.95988 40.77362)
2021-06-14T20:00:00.000,subway,605,"168 St (A,C,1)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,61.0,0.0,40.840717,-73.93956,POINT (-73.93956 40.840717)
2021-06-14T10:00:00.000,subway,144,Dyckman St (A),Manhattan,metrocard,Metrocard - Unlimited 30-Day,13.0,0.0,40.86549,-73.92727,POINT (-73.92727 40.86549)
2021-06-14T09:00:00.000,subway,413,"Wall St (4,5)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,27.0,0.0,40.707558,-74.01186,POINT (-74.01186 40.707558)
2021-06-14T16:00:00.000,subway,608,"4 Av (F,G)/9 St (R)",Brooklyn,metrocard,Metrocard - Full Fare,205.0,15.0,40.67085,-73.988304,POINT (-73.988304 40.67085)
2021-06-14T04:00:00.000,subway,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",Manhattan,metrocard,Metrocard - Full Fare,6.0,0.0,40.71324,-74.0034,POINT (-74.0034 40.71324)
2021-06-14T09:00:00.000,subway,363,Westchester Sq-E Tremont Av (6),Bronx,omny,OMNY - Full Fare,28.0,10.0,40.839893,-73.84295,POINT (-73.84295 40.839893)
2021-06-14T03:00:00.000,subway,124,Montrose Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.70774,-73.93985,POINT (-73.93985 40.70774)
2021-06-14T14:00:00.000,subway,396,96 St (6),Manhattan,metrocard,Metrocard - Other,32.0,2.0,40.78567,-73.95107,POINT (-73.95107 40.78567)
2021-06-14T12:00:00.000,subway,391,"138 St-Grand Concourse (4,5)",Bronx,metrocard,Metrocard - Unlimited 7-Day,9.0,0.0,40.813225,-73.92985,POINT (-73.92985 40.813225)
2021-06-14T23:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,28.0,0.0,40.824783,-73.944214,POINT (-73.944214 40.824783)
2021-06-14T12:00:00.000,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Unlimited 7-Day,78.0,0.0,40.755882,-74.00191,POINT (-74.00191 40.755882)
2021-06-14T13:00:00.000,subway,614,"59 St-Columbus Circle (A,B,C,D,1)",Manhattan,omny,OMNY - Full Fare,260.0,9.0,40.768295,-73.981735,POINT (-73.981735 40.768295)
2021-06-14T06:00:00.000,subway,50,Avenue M (Q),Brooklyn,omny,OMNY - Full Fare,29.0,0.0,40.61762,-73.9594,POINT (-73.9594 40.61762)
2021-06-14T06:00:00.000,subway,125,Morgan Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,21.0,0.0,40.706154,-73.93314,POINT (-73.93314 40.706154)
2021-06-14T20:00:00.000,subway,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,383.0,0.0,40.749718,-73.98782,POINT (-73.98782 40.749718)
2021-06-14T06:00:00.000,subway,114,Central Av (M),Brooklyn,omny,OMNY - Full Fare,24.0,0.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2021-06-14T02:00:00.000,subway,363,Westchester Sq-E Tremont Av (6),Bronx,metrocard,Metrocard - Full Fare,1.0,1.0,40.839893,-73.84295,POINT (-73.84295 40.839893)
2021-06-14T10:00:00.000,subway,601,"14 St (F,M,1,2,3)/6 Av (L)",Manhattan,omny,OMNY - Full Fare,107.0,1.0,40.738228,-73.99621,POINT (-73.99621 40.738228)
2021-06-14T17:00:00.000,subway,257,Sutphin Blvd (F),Queens,metrocard,Metrocard - Seniors & Disability,3.0,0.0,40.70546,-73.81071,POINT (-73.81071 40.70546)
